prompt,gold,split
is nitrous oxide a trigger for malignant hyperthermia,False,train
do stainless steel pots work on induction hobs,True,train
homer's iliad and odyssey were an account of the persian wars,False,train
is the shoulder a part of the arm,True,train
can the xbox 1 s play xbox 360 games,True,train
is there a cut at the british open,True,train
is the couple on flipping vegas really married,True,train
if a function is continuous then it is differentiable at that point,True,train
is the show jessie filmed in new york,False,train
is there an extra sub in extra time,True,train
is the golden dome at notre dame real gold,True,train
is the movie the wave based on a true story,True,train
can you enter canada from us without a passport,True,train
is there an extra scene in infinity wat,True,train
does fez really stand for foreign exchange student,True,train
was there a king of jerusalem with leprosy,True,train
was michael jackson part of the jackson 5,True,train
does toyota still make a regular cab tacoma,False,train
van gogh's the starry night is from the impressionist movement,False,train
is there a sequel to the man from snowy river,True,train
has the washington post ever endorsed a republican,True,train
is ape escape on the loose a remake,True,train
are killer whales and orcas the same thing,True,train
is a transmission and engine the same thing,False,train
is the postal service part of the federal government,True,train
can lack of sleep cause seizures in adults,True,train
are boost mobile and virgin mobile the same,False,train
is sociology and social psychology the same thing,False,train
is there any end of temple run 2,False,train
is ant man and the wasp a sequel,True,train
is there a train station at burnham on sea,False,train
does the runner up in survivor get any money,True,train
is it unconstitutional to secede from the union,True,train
does the acadia have a full size spare,False,train
does the pitcher bat in the national league,True,train
is it illegal to seek asylum in the us,False,train
is the honda pilot a full size suv,False,train
is the esophagus part of the upper respiratory tract,False,train
is there a new season for the fosters,False,train
are red fish and red drum the same,True,train
is 16 wishes a remake of 16 candles,False,train
is a blocked shot a field goal attempt,True,train
is diabetes mellitus the same as type 2 diabetes,True,train
does the president have the power to remove a supreme court justice from office,False,train
can you live in a house with a temporary certificate of occupancy,True,train
do permanent residents have to vote in australia,False,train
is corolla nc part of the outer banks,True,train
do the fa cup runners up qualify for europe,False,train
can i use gibraltar pounds in the uk,False,train
is the lead in crystal wine glasses safe,True,train
does pride and prejudice take place in england,True,train
has a team ever won back to back world series,True,train
is it true that celery has negative calories,False,train
is charlie and the chocolate factory a sequel to willy wonka,False,train
can a major depressive episode last for years,True,train
does one electron count as a lone pair,False,train
is life liberty and the pursuit of happiness in the constitution,False,train
is dazed and confused based on a true story,False,train
are the canary islands part of the iberian peninsula,False,train
are navy beans the same as black beans,False,train
do jughead and betty get together in the comics,False,train
is there a place called mayberry north carolina,False,train
does the ford flex come in all wheel drive,True,train
is farmers and 21st century the same company,True,train
is buffalo fish and carp the same fish,False,train
is the lion part of the cat family,True,train
is krista in season 3 of the night shift,False,train
is a metric ton the same as a ton,True,train
is it legal to jump on a free throw,True,train
is there such thing as a 5 star general,True,train
why was there no sequel to the last airbender,True,train
are the olympic gold medals made of real gold,True,train
are the medieval and middle ages the same,True,train
do fifa make new world cup trophy every 4 years,False,train
are there any maglev trains in the united states,False,train
has the jamaican bobsled team ever won a gold medal,False,train
can you return an extra point in the nfl,True,train
can helicopters reach the top of mount everest,True,train
dawson creek do joey and dawson end up together,False,train
are bees an invasive species in north america,True,train
has any country been in every world cup,True,train
is the movie the commuter based on a book,False,train
has any team won 3 superbowls in a row,False,train
do kurt and blaine get back together in season 4,True,train
is there going to be another maze runner film,False,train
can you move your king 2 spaces in chess,True,train
do you ever find out where fez is from,False,train
is carnitine the same as l-carnitine,False,train
is elder scrolls online tamriel unlimited the full game,True,train
are fox news and fox network the same,False,train
was the movie gangs of new york based on fact,True,train
is london heathrow the busiest airport in the world,False,train
is it a true story three billboards outside ebbing missouri,False,train
is it possible to be born with one eye,True,train
is the movie marley and me a true story,True,train
is rogers golden syrup the same as corn syrup,False,train
is the peak district part of the pennines,True,train
did the us qualify for world cup soccer,False,train
is university of san diego a jesuit school,False,train
is there a bank of the west in california,True,train
is mineral turpentine the same as mineral spirits,True,train
do you have yolk sac with blighted ovum,True,train
is the movie a united kingdom a true story,True,train
can you re record on a cd r,False,train
is a filbert and a hazelnut the same thing,True,train
is oil and natural gas the same thing,False,train
is university of oxford the same as oxford university,True,train
will there be a season 3 of the red road,False,train
the us supreme court is the only court established by constitutional mandate,True,train
do they still make carling black label beer,True,train
did cleveland browns win a game in 2017,False,train
are there bones in a cat's tail,True,train
has there ever been a rookie all star in the nba,True,train
look what you made me do - single taylor swift,True,train
does the heater core affect the air conditioning,True,train
is university of oxford and oxford university the same,True,train
is there an airport in prince albert saskatchewan,True,train
does baileys irish cream have alcohol in it,True,train
is minor in possession of alcohol a misdemeanor,True,train
is a mastodon and a wooly mammoth the same thing,False,train
actus reus means the guilty act and is one element the prosecution must prove in a criminal case,True,train
does the us have a soccer team in the world cup,False,train
is there a luxury tax in the united states,False,train
is star wars rebels season 4 the last season,True,train
is mass eye and ear part of partners healthcare,True,train
is there such a thing as nicotine withdrawal,True,train
is the eustachian tube part of the inner ear,True,train
can xbox 360 discs work on xbox one,True,train
is this the last season of the new girl,True,train
can i upload my brain to a computer,False,train
is you've got mail based on a book,False,train
is a dog's purpose a disney movie,False,train
does naomi get her money back from guru,True,train
can the nuclear option be used for supreme court,True,train
does a novena end on the feast day,True,train
are the columbus blue jackets in the stanley cup playoffs,True,train
the presiding officer of the house is the speaker of the house constitution,True,train
do you have a right to know your accuser,True,train
is a first the same as first class honours,True,train
does a penalty shootout count as a win,True,train
is the coast guard a branch of the military,True,train
will there be a parks and rec season 8,False,train
is costa rica a territory of the united states,False,train
are canadian dollars and us dollars the same,False,train
is there red back spiders in new zealand,True,train
is casualty and holby city the same hospital,True,train
is it legal to drink and drive in missouri,False,train
is gouda cheese made from cow's milk,True,train
does the world cup stay with the winner,False,train
is a fixed cost always a sunk cost,False,train
does harry potter win the goblet of fire,True,train
do all business have to offer health insurance,False,train
is woody harrelson in the new planet of the apes movie,True,train
is pretty little liars based on a book,True,train
the president of india can proclaim national emergency,True,train
was the queen anne's revenge a real ship,True,train
did the wolf eat little red riding hood,True,train
is it going to be a season 4 of the flash,True,train
do you have to pay to make a reservation at a restaurant,False,train
is negative infinity to positive infinity the same as all real numbers,False,train
is st andrews day a holiday in scotland,True,train
is it normal to hear music in your head,False,train
is season all and seasoned salt the same,False,train
can a blow to the chest stop your heart,True,train
does the us vice president have to be a natural born citizen,True,train
is a raccoon a member of the bear family,False,train
is pillars of eternity 2 a direct sequel,True,train
a cutoff meander can become an oxbow lake,True,train
is the president bound to accept the advice of the council of ministers,True,train
is captain america part of the justice league,False,train
is the queen's birthday a public holiday in england,False,train
does tonic water still have quinine in it,True,train
is yellow squash the same as spaghetti squash,False,train
is the sat reasoning test the same as the sat,True,train
was the princess bride written by s morgenstern,False,train
can a bull shark live in fresh water,True,train
do the winners of champions league automatically qualify,True,train
can i write a wikipedia article about myself,False,train
should wine bottles be stored at an angle,True,train
is kylo ren han solo and leia's son,True,train
has india ever won the cricket world cup,True,train
is the virgin of guadalupe the virgin mary,True,train
can you get arrested for finding a wallet,True,train
is the movie big fish based on a book,True,train
is the williamsburg bridge the same as the brooklyn bridge,False,train
can a goalie be a captain in the nhl,False,train
can a statutory declaration be used as evidence,True,train
is there still haemophilia in the royal family,False,train
is there a difference between soft cheese and cream cheese,True,train
is windows live id same as microsoft account,True,train
does magma consist only of rock forming minerals,False,train
did they refilm season 4 of arrested development,False,train
did the bears win the superbowl in 1985,False,train
can you break the fourth wall in a book,True,train
that 70's show did eric and donna get married,False,train
did they ever make a golden compass 2,False,train
is easter friday a bank holiday in england,False,train
is coachella and stagecoach at the same place,True,train
will there ever be a sequel to i am number 4,False,train
do i need front license plate in ontario,True,train
is there a motto for the commonwealth games,True,train
can you pass the ball forward in american football,True,train
is there a difference between a pub and a bar,True,train
is the movie about time based on a book,False,train
has panama ever scored a goal in world cup,True,train
has anyone ever got an albatross in golf,True,train
are denmark and the netherlands the same country,False,train
can i get canadian citizenship if my mother was born in canada,True,train
can you face the death penalty under 18,False,train
does the 2005 nissan altima have a cvt transmission,False,train
is a debit note the same as an invoice,False,train
are brighton beach and coney island the same,False,train
has any mlb player hit 5 home runs in one game,False,train
is it legal to carry a loaded gun in your car in alabama,False,train
can you have dual nationality in the netherlands,True,train
is rye bread the same as white bread,False,train
can the president appoint justices to the supreme court,True,train
are you allowed beards in the british army,True,train
can i play ps1 games on ps2 slim,True,train
does the whole world do daylight savings time,False,train
can you put your king in danger in chess,False,train
are there fiber optic cables under the ocean,True,train
are dollar general and dollar tree owned by the same company,False,train
is there a railway station at burnham on sea,False,train
is dim sum the same as yum cha,False,train
can you use a scythe as a weapon,True,train
do you need to have a middle name,False,train
is the late late show with craig ferguson still on,False,train
can you get a first class degree without honours,False,train
is pavel bure in the hall of fame,True,train
is the book of tobit in the torah,False,train
will there be a season 16 of american dad,True,train
is the amygdala part of the sympathetic nervous system,False,train
did the utah jazz used to be in new orleans,True,train
have there always been nine supreme court justices,False,train
can you own a pump action shotgun in the uk,True,train
is the trachea part of the lower respiratory system,True,train
is hyundai and kia owned by the same company,True,train
did thelma and louise die in the movie,True,train
is the 5th wave a series of movies,True,train
does a pawn have to capture a piece,False,train
has camelot been sold to a canadian company,True,train
is there a season 2 of black blood brothers,False,train
is barney in season 6 of andy griffith,True,train
can a beneficiary of a trust sue a third party,True,train
is the leaning tower of pisa meant to lean,False,train
is the greatest showman about barnum and bailey circus,True,train
is there a town called inverness in australia,False,train
is jam sugar the same as preserving sugar,False,train
are there target stores outside of the us,False,train
did the bomb really go off in grey's anatomy,True,train
can you own a gun without serial number,True,train
did the miami heat make the playoffs in 2009,True,train
is there a bridge between newfoundland and labrador,False,train
is office of profit mentioned in the constitution,True,train
are the nhl playoffs reseed after each round,False,train
do the world cup winner keep the trophy,False,train
is the movie 300 based on a real story,True,train
are the grass roots in the rock and roll hall of fame,False,train
is it legal to drink in public london,True,train
are the west indies part of north america,True,train
will there be a uk election in 2018,True,train
can you win a chess game with only a king,False,train
can you die from laughing too much yahoo,True,train
is a golden retriever a large breed dog,True,train
is 47 meters below based on a true story,False,train
are varsol and mineral spirits the same thing,True,train
is isle of man part of uk for postage,True,train
are the canary islands part of the european union,True,train
is there an australian version of i'm a celebrity,True,train
has dominican republic ever been in the world cup,False,train
is return of the living dead a sequel,True,train
is lost in space on netflix a series,True,train
is there a season 2 for keeping faith,True,train
is petey from the little rascals still alive,False,train
is there going to be season 13 of criminal minds,True,train
are rachel and ross together at the end of friends,True,train
are you automatically a citizen if born in the us,True,train
is there such thing as a purebred dog,True,train
are cancer treatment centers of america for profit,True,train
is the process of obtaining the goods and services needed by an organization,True,train
is there such a thing as alcoholic dementia,True,train
in the northern hemisphere the day is always shorter at higher latitudes than at lower latitudes,False,train
can you use .380 ammo in a 9mm gun,True,train
are custard and ice cream the same thing,False,train
english is now the lingua franca of global business,True,train
does attorney general have to be a lawyer,True,train
is the dominican republic part of the united states of america,False,train
does josey wales die at the end of the movie,False,train
is pirates of the caribbean 5 the last one,False,train
will there be a season 5 of braquo,False,train
is sweet rice the same as glutinous rice,True,train
did andy roddick ever win a grand slam,True,train
fargo tv show really based on true story,False,train
can you carry a loaded gun in washington state,True,train
are hazel eyes and green eyes the same,False,train
is protestant and church of england the same,False,train
can you play zone defense in the nba,True,train
is there a difference between american and british sign language,True,train
is a driver's license a government issued id,True,train
is augusta national on rory mcilroy pga tour,False,train
is alex from orange is the new black donna from that 70s show,True,train
is destiny 2 a continuation of destiny 1,True,train
were there any survivors on the andrea gail,False,train
is the catalytic converter part of the exhaust system,True,train
did epic games make gears of war 4,True,train
is a clip and a magazine the same thing,False,train
is the altitude of a triangle the same as the height,True,train
earth summit in rio de janeiro in 1992,True,train
does the british royal family have their own plane,True,train
can i adopt someone over 18 in the uk,False,train
does queen margaery die in game of thrones,True,train
is free state of jones based on a true story,True,train
is there a island of garbage in the ocean,True,train
is east st louis part of st louis,False,train
do anne shirley and gilbert blythe end up together,True,train
is significance level the same as confidence interval,False,train
is there a catalytic converter on a diesel,True,train
was canada part of the allies in ww2,True,train
does a pyramid always have a square base,False,train
is it common to have a miscarriage after a miscarriage,False,train
has anyone won a grammy and an oscar,True,train
is watt per second a unit of power,True,train
is there a dave plus 1 on sky,True,train
what is optoutprescreen com and is it legit,True,train
can you own a handgun in new zealand,True,train
do the originals come back to vampire diaries,True,train
is iceland part of the continent of europe,True,train
did winnie harlow win america's next top model,False,train
are short term capital gains taxed as ordinary income,True,train
has nicki minaj ever been number one on billboard,True,train
are honey bees an invasive species in america,True,train
is the isle of wight part of england,True,train
is a woodchuck and a groundhog the same,True,train
is there a new halloween movie coming out in 2018,True,train
if you have a phd is your title dr,True,train
will there be new episodes of cutthroat kitchen,False,train
is la rambla the same as las ramblas,True,train
can a married woman be addressed as ms,True,train
what is the revenant based on a true story,True,train
are foxtel play and foxtel now the same,True,train
has the united states ever executed a juvenile,True,train
is a cell surface receptor on the mast cell,True,train
does frost form on the outside of a window,True,train
are you still considered a minor at 17,True,train
is it illegal to have brass knuckles in canada,True,train
are there more episodes of when calls the heart,True,train
is eastern florida state college a community college,True,train
is the san andreas fault a subduction zone,True,train
is there a series 5 of sleepy hollow,False,train
is attack on titan manga the same as the anime,True,train
is naturalization the same as becoming a citizen,True,train
do you ever split the pot in poker,True,train
do peter and lara jean end up together in always and forever lara jean,True,train
are red chili flakes the same as red pepper,True,train
is london broil the same as roast beef,False,train
is the federated states of micronesia a us territory,False,train
do you have to be a grad student to be a ta,False,train
does the creeper die in jeepers creepers 3,False,train
does vice president have to be born in us,True,train
can you still get the double down at kfc,True,train
is common core the same in every state,False,train
are you allowed to put ashes in the sea,True,train
will there be a season 2 for terra nova,False,train
can you vote for both parties in an open primary,False,train
does paige remember leo at the end of the vow,False,train
do you need a license to buy a gun at a gun show,False,train
are there supposed to be subtitles in dances with wolves,True,train
can you remove a case from federal court to state court,False,train
is aegean airlines part of the star alliance,True,train
does canada pay money to the royal family,False,train
is a palm tree and a coconut tree the same thing,False,train
does everyone in the us have to have health insurance,False,train
is the north pole a line of latitude,True,train
does colorado springs have a minor league baseball team,True,train
does dennis become a vampire in hotel transylvania 2,True,train
can u be born with both male and female parts,True,train
is a plane a form of public transport,True,train
can you turn right on a red light in montana,True,train
is the ipad 5th generation an ipad air,False,train
does the united states recognize kosovo as a country,True,train
did ross and rachel ever end up together,True,train
is a driver's license and id the same thing,False,train
are there still killer whales at sea world,True,train
can i use oyster card at epsom station,False,train
does full moon occur same time around world,True,train
can you put a restraining order on your landlord,True,train
is brown cane sugar the same as brown sugar,False,train
can i use birth certificate to enter canada,True,train
are miami and miami beach the same city,False,train
is there going to be a 2nd infinity wars,True,train
can there be 2 coo in a company,True,train
can my mother be my next of kin,True,train
are antisocial personality disorder and psychopathy the same,False,train
has a woman ever been drafted in the nba,True,train
does the word kangaroo mean i don't know,False,train
is the anterior tibial vein a deep vein,True,train
do peanut butter m&ms have chocolate in them,True,train
was kevin durant on the warriors last year,True,train
are there still monks at mont st michel,True,train
does a straight in poker have to be the same suit,False,train
is there going to be a season 5 of jane the vergin,True,train
is a presidential memorandum the same as an executive order,False,train
does the one child policy apply to everyone in china,False,train
was the principle of self determination applied to areas outside of europe,True,train
does indiana have the stand-your-ground law,True,train
is a shilling the same as a pound,False,train
did death of a bachelor win a grammy,False,train
is leave no trace based on a book,True,train
is memorial day the last monday in may,True,train
did the u.s. qualify for the world cup,False,train
does a suspended sentence count as a custodial sentence,False,train
is english breakfast the same as black tea,False,train
is it legal to drink outside in edinburgh,True,train
is cape town the capital city of south africa,True,train
is disney springs what used to be downtown disney,True,train
is calgary the largest city in north america,False,train
can you drive between north and south america,False,train
is fox and 21st century fox the same,True,train
will thete be a season 5 of the affair,True,train
do states have the power to discriminate against citizens of other states,False,train
does mikasa die in the live action movie,False,train
has any player won the world cup twice,True,train
is new super mario bros wii the same as ds,False,train
is the capital of nebraska in a mountain range,False,train
is leningrad and st petersburg the same place,True,train
does me before you have a sad ending,True,train
do jim and pam get together on the office,True,train
is oakley and ray ban the same company,True,train
do you have to pay to use google play music,False,train
is it illegal to ride a bike without a helmet australia,True,train
is there a minimum speed limit on highways,True,train
is ben nevis the highest mountain in britain,True,train
is a toy poodle the same as a miniature poodle,False,train
will there be a season 8 of suits,True,train
is a skunk in cribbage worth two wins,True,train
is jurrasic world fallen kingdom the last movie,False,train
was richmond virginia the capital of the confederacy,True,train
is forever21 and charlotte russe owned by the same company,False,train
was canada part of the british empire during ww2,False,train
my mom was born in canada can i become a citizen,True,train
do you have to pay for the dartford bridge,True,train
has there ever been a perfect game in the world series,True,train
do you need to own a gun to go to a shooting range,False,train
was the apple watch the first smart watch,False,train
is remember me from coco a real song,True,train
is mail delivered on saturday before memorial day,True,train
is clary and jace brother and sister shadowhunters,False,train
is the film hoosiers based on a true story,True,train
has polaris always been the north star also known as the pole star,False,train
is puerto rico a protectorate of the united states,False,train
is arizona the only state that doesn't do daylight savings time,False,train
are liquor stores open on memorial day in okc,True,train
can you turn right on red in la,True,train
is it legal to have a radar detector in texas,True,train
is greatest game ever played a true story,True,train
is fruit by the foot really a foot,False,train
is a catalytic converter part of the engine,False,train
are palm beach and west palm beach the same,False,train
do any of the amendments to the u.s. constitution expressly grant individuals the right to privacy,False,train
was moon river written for breakfast at tiffany's,True,train
did the sound of music win any tony awards,True,train
can you take a piece to get out of check,True,train
can the us president fire a supreme court justice,False,train
is saline water the same as salt water,True,train
can a sickle be used as a weapon,True,train
will there be another season of nicky ricky dicky and dawn,False,train
is czech republic a member of the eu,True,train
will there be a season 4 of my mad fat diary,False,train
is indiana a right to work state now,True,train
does the sale of goods act apply to commercial contracts,True,train
does a word have to have a vowel,False,train
can you land a plane with no wheels,True,train
is there a jetstream in the southern hemisphere,True,train
is university of houston the same as university of houston downtown,False,train
can a us president be elected more than twice,False,train
is the art institute of california a private school,True,train
do you use your vocal cords when you whisper,False,train
do they still make saturn cars in the us,False,train
is puerto rico is part of the united states,True,train
does canada have a one thousand dollar bill,False,train
is the book perfume based on a true story,False,train
do wolf spiders carry babies on their backs,True,train
is there a new susan on days of our lives,True,train
is the show twisted based on a book,False,train
is it legal to smoke weed in new zealand,False,train
do you need a visa for the vatican city,True,train
is there anything after the credits in dead pool 2,False,train
does alex die in the mountain between us,False,train
is there going to be a season 5 of whitechapel,False,train
is there a train station in burnham-on-sea,False,train
did remains of the day win any oscars,False,train
is a distribution board the same as a consumer unit,False,train
were the twin towers built at the same time,True,train
is marginal cost curve same as supply curve,False,train
is deal or no deal uk still on the air,False,train
does andy get his job back from nellie,True,train
will xbox one play all xbox 360 games,False,train
is the age of adaline based on a book,False,train
does current flow in the opposite direction to electrons,True,train
is there such thing as a dog chiropractor,True,train
is the green inferno based on actual events,False,train
is carnival and mardi gras the same thing,True,train
is a pangolin the same as an armadillo,False,train
is denmark and sweden connected by a bridge,True,train
is the premise of the movie double jeopardy accurate,True,train
can they/them be used as a singular pronoun,True,train
is american football and rugby the same thing,False,train
can you play all ps1 games on ps2,False,train
is mark sloan still on grey's anatomy,False,train
does the baby survive in the movie hours,True,train
is there a y in the greek alphabet,False,train
was romeo and juliet set in the renaissance,True,train
is hot pepper sauce the same as hot sauce,True,train
is silicon valley part of the bay area,True,train
is india a part of south east asia,False,train
is dragon quest the same as dragon warrior,True,train
do members of the house of lords get paid,False,train
do you have to register as a domestic partner in california,True,train
is rent a center and acceptance now the same,True,train
has hungary ever been in the world cup,True,train
can i shoot a gun on my property in tennessee,True,train
are overhead press and shoulder press the same,True,train
are the appalachian mountains the same as the smoky mountains,False,train
is silence of the lambs the first movie,False,train
do you need a gun to go to the gun range,False,train
is a four year old still a toddler,False,train
is cvs caremark the same as express scripts,False,train
did they eat frank in fried green tomatoes,True,train
is frozen whipped topping the same as cool whip,True,train
does north korea participate in the world cup,True,train
does the president need congress to declare war,True,train
is the lottery legal in all 50 states,False,train
does the etihad stadium manchester have a roof,True,train
is prince charming in cinderella and snow white,True,train
does treason carry the death penalty in england,False,train
does putting on a horse shoe hurt the horse,False,train
did the japanese attack australia in world war ii,True,train
is sign language the same in every country,False,train
are there any offshore wind farms in the us,True,train
is mammoth cave the longest cave in the world,True,train
do they still make marathon candy bars￼,False,train
can you keep a gray wolf as a pet,True,train
is a 100 dollar bill the highest bill,True,train
are there grizzly bears in the upper peninsula,False,train
do all cats have m's on their foreheads,False,train
is india in the 2018 fifa world cup,False,train
can the supreme court overturn a previous ruling,True,train
is ncis new orleans filmed in new orleans,True,train
is a dui a criminal offense in the usa,True,train
youtube is an american video sharing website headquartered in san bruno california,True,train
are brown recluse and fiddleback spiders the same,True,train
is star wars the last jedi the last star wars movie,False,train
is the book shantaram based on a true story,True,train
does suzanne die on orange is the new black,False,train
is the iphone se after the iphone 6,False,train
was that thing you do a true story,False,train
was the league of nations part of the treaty of versailles,True,train
is earls court road in the congestion zone,True,train
do you have to be christian to go to trinity western university,False,train
is bubba from the heat of the night still alive,True,train
can you own a gun in indiana with a felony,False,train
are there still freakshows in the united states,True,train
can i carry a gun in my car in idaho,True,train
olympic games was badminton introduce as a medal sport,True,train
was the movie rudy based on a true story,True,train
does han die in the end of tokyo drift,True,train
does sarah go to prison in prison break,True,train
is the proton number the same as the atomic number,True,train
did michael jordan win 3 championships in a row,True,train
was 10 things i hate about you cancelled,True,train
do you have to order food with alcohol in utah,False,train
can a person have 2 different blood types,True,train
will there be a season 3 of escape the night,True,train
was the great escape based on a real story,True,train
will xbox 1 games play on xbox 360,True,train
is the movie atm based on a true story,False,train
can cold water make you go into shock,True,train
do avery and kepner get back together season 10,True,train
was imagine dragons warriors made for league of legends,True,train
can you go out on a special card in uno,True,train
can you drink in public in czech republic,True,train
has an nba player ever had a quadruple double,True,train
are sun dried tomatoes really dried in the sun,True,train
is world of tanks the same as world of tanks blitz,False,train
is ico connected to shadow of the colossus,True,train
is the tick part of arthur's imagination,False,train
do they scan the white part of the barcode,True,train
is you and i by lady gaga a cover,False,train
is the white house in the state of washington,False,train
are any of the dad's army cast still alive,True,train
is speed the same as velocity or acceleration,False,train
can you clip a cat's vocal cords,True,train
is pcp and angel dust the same thing,True,train
is costa rica part of the ring of fire,True,train
is there such a thing as shark repellent,True,train
does the femoral nerve turn into the saphenous nerve,True,train
can a po box have a street address,True,train
does the girl die in before i fall,True,train
are the torres strait islands part of australia,True,train
is barbuda part of the us virgin islands,True,train
did prince wrote stand back for stevie nicks,False,train
was there a consumer revolution in the eighteenth century,True,train
is it legal to take a street sign,False,train
can you shine a laser at the moon,True,train
is it illegal to kiss in public uk,False,train
will ash come back to home and away,False,train
will there be another season of terra nova,False,train
is 9-5 a 40 hour week,True,train
can you hold dual citizenship in new zealand,True,train
does himachal pradesh shares border with uttar pradesh,True,train
is there going to be any more episodes of riverdale,True,train
can you drink on the streets in england,True,train
is there a series 2 of the punisher,True,train
are there crows or ravens in victoria australia,True,train
is the perfect storm movie based on a true story,True,train
are red dead redemption 1 and 2 connected,True,train
is glory road based on a true story,True,train
are there coral snakes in the united states,True,train
can i play the wii u without a tv,True,train
do american league and national league teams play each other,True,train
is there going to be season 6 of the next step,True,train
is the royal family in charge of england,False,train
can a bishop take a king in chess,True,train
are magnetic north and geographic north the same,True,train
is the bahamas part of the us virgin islands,False,train
is spanish a second language in united states,False,train
is dirk gently's holistic detective agency on netflix,True,train
is a bird an animal yes or no,True,train
does scotland have its own national soccer team,True,train
can you drink on the street in france,True,train
do all xbox 360 have a hard drive,True,train
is there a campaign in dead by daylight,False,train
is there a train that connects england to europe,True,train
is there a sequel to the movie divergent,True,train
is rogue one an official star wars movie,True,train
are there any words to the argentine national anthem,True,train
is us bank the same as us bancorp,True,train
do empty net goals count for plus minus,False,train
does the chevy bolt have a gas engine,False,train
has the postal service ever been in debt,True,train
is there a national day of prayer in the us,True,train
are mike and frank from american pickers brothers,False,train
can you jump on free throws in the nba,True,train
do you need a concealed carry permit in nh,False,train
is the durrells in corfu a true story,True,train
does blow drying your hair get rid of lice,True,train
was ninny threadgoode really idgie in fried green tomatoes,False,train
is a mid ocean ridge a divergent boundary,True,train
is a quail the same as a bobwhite,True,train
karachi is the largest city in the world,False,train
is there a difference between a violin and a fiddle,False,train
will there be a third season of broadchurch,True,train
what number is national geographic channel on sky,True,train
is there such a thing as baby carrots,True,train
is your arm width the same as your height,True,train
is friday night lights show based on a true story,True,train
do you receive money for living in alaska,True,train
is dried dill the same as dill seed,False,train
can a president be elected after leaving office,True,train
is cameroon playing in the 2018 world cup,False,train
was the movie hook based on a book,False,train
did the speaker of the house vote on the 13th amendment,True,train
is royal holloway classed as a london university,True,train
does marv die in the first sin city,True,train
are the tattoos real in just tattoo of us,True,train
is hand foot and mouth itchy for adults,True,train
has any golfer won all 4 majors in 1 year,True,train
do you have to stop at a red light before turning right,True,train
do you automatically qualify for world cup if you host,True,train
do phone companies have to unlock your phone uk,False,train
do the eh bee family live in canada,True,train
is the thalamus part of the cerebral cortex,False,train
is full blood count the same as complete blood count,True,train
is t wave inversion in lead 3 normal,False,train
is there a sequel to the movie national treasure,True,train
did guns n roses sing every rose has its thorn,False,train
et was played by a kid with no legs,True,train
is there going to be a season 2 of ducktales,True,train
are all fossil fuels made up of carbon and hydrogen only,False,train
were the german and japanese allies in ww2,True,train
was i like to move it written for madagascar,False,train
is a pistol the same as a handgun,False,train
is your height the same as your wingspan,False,train
does tyler the creator produce his own music,True,train
is calcium a trace element in the human body,False,train
can phase velocity be greater than speed of light,True,train
can you put a regular light bulb in a 3 way,False,train
is it illegal to have a pitbull in australia,True,train
stand by me movie based on a true story,False,train
will disaccharides and polysaccharides give a positive result for molisch test,True,train
is jane the virgin based on a book,False,train
do i need a visa to go to north korea,True,train
does south dakota use salt on their roads,True,train
is we were soldiers based on a true story,True,train
is clobetasol propionate cream good for poison ivy,True,train
do the irish celebrate st. patrick's day,True,train
is barbados a territory of the united states,False,train
is there a credit scene in infity war,True,train
does the wwe championship belt have real diamonds,True,train
the hypothalamus regulates the release of hormones from the pituitary gland,False,train
is there a sequel to guardians of the galaxy,True,train
is king's hawaiian bread made in hawaii,False,train
is the dodge stealth the same as the mitsubishi 3000gt,True,train
are diet pepsi and pepsi max the same,False,train
are you allowed to have your cell phone in jail,False,train
is there stand your ground law in california,True,train
is histamine an agonist for h1 and h2 receptors,True,train
is a jeep grand cherokee front wheel drive,False,train
is a solution with a ph of 12 acidic,False,train
is loss damage waiver the same as collision damage waiver,True,train
can a state flag be flown above the us flag,False,train
is a puma and a mountain lion the same thing,True,train
is the skin part of the immune system,True,train
is there going to be a season 2 of penny on mars,True,train
are there different types of king charles spaniels,True,train
are there any wild camels in the world,True,train
is marina and the diamonds a solo artist,True,train
is hair bleach the same as regular bleach,True,train
is christian grey played by the same actor,True,train
do they make a 1 000 dollar bill us,False,train
does michigan state university have a medical school,True,train
did bolivia make it to the world cup,False,train
do u get paid to be on judge judy,True,train
are there any original members of the little river band,False,train
is the ford crown victoria still in production,False,train
was this the last season of blue bloods,False,train
is queens birthday a public holiday in uk,True,train
is square root of 2 a rational number,False,train
will the live action lion king be a musical,True,train
will there be a season 4 of borgia on netflix,False,train
are there any michelin star restaurants in san francisco,True,train
is tensile strength the same as breaking strength,True,train
are all three hobbit movies in one book,False,train
have croatia ever been in the world cup final,True,train
have the new zealand warriors won a premiership,False,train
the primary purpose of css is to format the display of a web page,True,train
does your next of kin have to be over 18,False,train
did the berlin wall completely surround west berlin,True,train
is there a red light district in canada,True,train
star trek voyager do they ever get home,True,train
did van halen play guitar on beat it,True,train
is a binary tree a binary search tree,False,train
is there a sons of the american revolution,True,train
can nintendo ds lite play gameboy advance games,True,train
are any ford cars made in the uk,False,train
netball can you shoot from outside the circle,False,train
can parallel lines be on top of each other,False,train
can a compound be both an acid and a base,True,train
can you drink on the street in edinburgh,True,train
is there a number 2 of i am number four,False,train
is us polo association part of ralph lauren,False,train
did selena ever perform i could fall in love,True,train
did sophia die in the walking dead comic,True,train
