prompt,gold
"The man holds up a jar of peanut butter and a bottle of jelly after pulling out two pieces of bread while standing in front of a kitchen countertop. The man puts jelly and peanut butter on the bread. the man

Choose the most appropriate continuation:
0. then places the peanut butter on top of bread slices.
1. talks to the camera again while holding more peanut butter and using a spoon to size up the bread.
2. turns and wipes peanut butter off the bread on a black paper towel and uses the towel to wipe side of the counter.
3. bites into the sandwich, begins talking again, slams the sandwich down on a plate and walks off.

Answer with only the number.
Answer:
",3
"We see a man walking in a parking lot. The man starts performing martial arts moves. The man removes his shirt and necklace. the man

Choose the most appropriate continuation:
0. gives the man a medal and shakes his hand.
1. flips around and does capoeira moves.
2. no longer wears his necklace.
3. shakes his arms and legs.

Answer with only the number.
Answer:
",1
"The man starts performing martial arts moves. The man removes his shirt and necklace. The man flips around and does capoeira moves. we

Choose the most appropriate continuation:
0. return to factory workers.
1. see individual logos on the screen.
2. see a man in a helmet running and performing martial arts with his neck bent.
3. see the man do a handstand on one hand.

Answer with only the number.
Answer:
",3
"The man flips around and does capoeira moves. We see the man do a handstand on one hand. the man

Choose the most appropriate continuation:
0. does a splits on his hand.
1. flips the twelveth and does a cartwheel on his hands and his feet.
2. finishes, grabs his shirt, and walks off.
3. flips and does a hand stand on his back before spinning.

Answer with only the number.
Answer:
",2
"We see the man do a handstand on one hand. The man finishes, grabs his shirt, and walks off. we

Choose the most appropriate continuation:
0. see video clips in the closing screen.
1. see the ending screen at.
2. see frle news clipping on the screen.
3. see a few names on the screen.

Answer with only the number.
Answer:
",0
"A man in a black speedo is standing on a diving board with his hand down on his sides. he

Choose the most appropriate continuation:
0. begins doing a backwards dive off of the board onto a pool mat.
1. slowly bends forward and starts to hit the water with his head.
2. releases his slackline and lands in the pool below him.
3. then begins running and does two hops to get to the end of the board.

Answer with only the number.
Answer:
",3
"A man in a black speedo is standing on a diving board with his hand down on his sides. He then begins running and does two hops to get to the end of the board. finally

Choose the most appropriate continuation:
0. he jumps down and is shown again at the bottom.
1. he goes back down as he gives a thumbs up.
2. , he is at the end of the diving board and does a flip into the water as the crowd on the side watches.
3. he takes off and does three belly kicks to wind up before making it to the end, and there shorts has been thrown from the beginning of the board.

Answer with only the number.
Answer:
",2
"The men on the field grab their tools. we

Choose the most appropriate continuation:
0. see the game begin.
1. see men in a field cutting tall grass as other watch.
2. see the puck fall to the ground.
3. see the man throw a javelin.

Answer with only the number.
Answer:
",1
"The men on the field grab their tools. We see men in a field cutting tall grass as other watch. the left man

Choose the most appropriate continuation:
0. uses a sickle and takes the lead over the man with the weed wacker.
1. throws the dried up weed in the field.
2. hands clear his board and walks away then back.
3. has his hand on a wheelie and attempts to hold it upright.

Answer with only the number.
Answer:
",0
"The left man uses a sickle and takes the lead over the man with the weed wacker. The man with the sickle finishes. The crowd claps for the man. The shirtless man walks away. the

Choose the most appropriate continuation:
0. man returns a paintbrush and paints the buttocks and the butt of the drugger with less paint.
1. men arm wrestle and the camera pans back to the bench.
2. man walks away waving a neon green flag.
3. camera pans right to show the other man working on the grass.

Answer with only the number.
Answer:
",3
"This elderly man is standing up cutting the red tomato into slices. He is in the kitchen cutting the tomato using a cheap knife. it

Choose the most appropriate continuation:
0. takes awhile to get an image of the tomato he cut and the dried tomato they cut.
1. looked good on the bread.
2. takes 2 hours doing this before the tomato is fully cooked.
3. looks hard for him trying to use a knife that barely does anything to try and cut the tomato, but the difference shows in good products.

Answer with only the number.
Answer:
",3
"A man is lifting very heavy weight above his head and dropping it . he

Choose the most appropriate continuation:
0. jumps up and walks away then walks back in to talk about the weight lifting.
1. does this multiple time for repetition, this is a workout routine.
2. drops it and cheers and walks away very happy.
3. gets down on his hands and knees.

Answer with only the number.
Answer:
",1
"A man is lifting very heavy weight above his head and dropping it . He does this multiple time for repetition, this is a workout routine. he

Choose the most appropriate continuation:
0. recovers his heavy weight and throws it onto the mat again, again landing belly up on it.
1. then walks away taking a break for a little bit and walks by people sitting and chatting.
2. dumps the weight and grabs a hammer.
3. repetitions and does this after.

Answer with only the number.
Answer:
",1
"A grey bunny is standing on a bed on a black towel eating something in his hand. As he eats, the bunny begins to grabs his ears and shakes its head. struggling more

Choose the most appropriate continuation:
0. , the bunny reaches for his fur and the object flies off into the distance.
1. , the bunny finally gets sucked out in a long rope.
2. , the poodle stops and turns his head around to be let down and eventually pick the cat up and continues the grooming.
3. , the bunny bends down and keeps eating something before looking out.

Answer with only the number.
Answer:
",3
"Several percussionists stand on a field. They march in place on the field. They are drumming in sync. a woman

Choose the most appropriate continuation:
0. continuously hits a high note.
1. is talking again in front of a tent.
2. in a black robe sings in a room.
3. walks by with a video camera.

Answer with only the number.
Answer:
",3
"The credits of the clip are shown. Men are working on a roof. a man

Choose the most appropriate continuation:
0. is spraying the paste on the roof, a male is handing off the pieces, and a guy is adding the pieces to the pasted area on the roof.
1. pushes a leaf blower.
2. uses a tool to sanding and sanding the roof.
3. joins a hoola hoop pinata while a tractor blows leaves.

Answer with only the number.
Answer:
",0
"A man is spraying the paste on the roof, a male is handing off the pieces, and a guy is adding the pieces to the pasted area on the roof. a person

Choose the most appropriate continuation:
0. is spraying the paste on the roof pieces.
1. is wearing a white apron and the color is on the screen.
2. sets the same tarp on the outside of the roofing and throws rakes out of the tarp onto the roof.
3. is laying out plaster on the roof.

Answer with only the number.
Answer:
",0
"A person makes a jack o lantern. first they

Choose the most appropriate continuation:
0. add stone in the lantern to the coal.
1. put a cap on the jack o lantern, they add pinata and tie a piece of string around the jack o lantern.
2. put a bottle of liquor in the jack o lantern, then they put various items of jewelry on it.
3. cut the top off of a green pumpkin and scoop the seeds and other stuff out.

Answer with only the number.
Answer:
",3
"First they cut the top off of a green pumpkin and scoop the seeds and other stuff out. the remaining insides

Choose the most appropriate continuation:
0. are added to the pumpkin and a cat is shown sitting in a plastic bowl.
1. are growing and the video continues presenting all the goodies.
2. are cut and scraped off with an ice cream scoop.
3. are put on a plate and assembled using a steamer.

Answer with only the number.
Answer:
",2
"First they cut the top off of a green pumpkin and scoop the seeds and other stuff out. The remaining insides are cut and scraped off with an ice cream scoop. a design

Choose the most appropriate continuation:
0. is added to the pumpkin and they're boxed up and listed for display.
1. is drawn over the inside of a pumpkin and an image and words are drawn along the insides.
2. is then filled in on the pumpkin and the inside with icing and powdered sugar.
3. is drawn on the pumpkin and then cut out.

Answer with only the number.
Answer:
",3
"The remaining insides are cut and scraped off with an ice cream scoop. A design is drawn on the pumpkin and then cut out. the inside of the pumpkin

Choose the most appropriate continuation:
0. gets sprayed with mold remover and patted dry.
1. covers the face and the interior and back are completed.
2. is shown from strategically placed between two pates.
3. decorates with bows and a cartoon logo.

Answer with only the number.
Answer:
",0
"A design is drawn on the pumpkin and then cut out. The inside of the pumpkin gets sprayed with mold remover and patted dry. a candle

Choose the most appropriate continuation:
0. is carried inside the pumpkin.
1. is lit in darkness to light the pumpkin.
2. is lit and the pumpkin glows with a light blue flame.
3. is placed inside and lit and the lid is put back on.

Answer with only the number.
Answer:
",3
"The inside of the pumpkin gets sprayed with mold remover and patted dry. A candle is placed inside and lit and the lid is put back on. with the lights

Choose the most appropriate continuation:
0. turned on the fire begins to ignite the pumpkin.
1. turned down the jack o lantern can be viewed.
2. on and the pumpkin lit with its protective covering the oil is gently browned and the inside glows until the entire surface glows.
3. turned off, you can still see the wax on the pumpkin and the candle in tongs.

Answer with only the number.
Answer:
",1
"A man sits on a stationary bike on a stage and starts working out. he

Choose the most appropriate continuation:
0. begins by bringing his legs up to his chest.
1. swings the racers blades up and down while continuing to work out.
2. sticks one leg up to the side.
3. flips several times and does flips and tricks around in front of camera.

Answer with only the number.
Answer:
",2
"A boy in an orange shirt is playing a video game. the scene

Choose the most appropriate continuation:
0. switches to show the players playing indoor soccer.
1. changes to the game itself.
2. cuts to the boys playing the game on the swings outside.
3. changes to safety features.

Answer with only the number.
Answer:
",1
"A boy in an orange shirt is playing a video game. The scene changes to the game itself. the scene

Choose the most appropriate continuation:
0. switches to the viewers in an office where they are watching with video cameras attached.
1. switches to the boys playing ball and holding an arm up in the end.
2. changes again to the game at the beach.
3. changes back to the boy.

Answer with only the number.
Answer:
",3
"A boy in an orange shirt is playing a video game. The scene changes to the game itself. The scene changes back to the boy. the camera

Choose the most appropriate continuation:
0. zooms in on the controller.
1. moves away from the boy.
2. shifts back to the game outcome.
3. zooms in on his instrument.

Answer with only the number.
Answer:
",0
"The scene changes back to the boy. The camera zooms in on the controller. The scene goes back to the game. there

Choose the most appropriate continuation:
0. is a close up of the boy's face.
1. is still a player on the street playing the game.
2. is another closing image on the screen.
3. are several pool balls in play.

Answer with only the number.
Answer:
",0
"The game is playing until the end. The boy says something and tv has numbers on it. The boy is talking again. the boy

Choose the most appropriate continuation:
0. presents the camera on a leaf blower and we see the plow being taken away.
1. poses and then plays salsa dancing.
2. gets up and leaves the room.
3. goes and talks for a little longer and makes us dance and give him a high five.

Answer with only the number.
Answer:
",2
"The boy is talking again. The boy gets up and leaves the room. He goes to the bathroom and is rubbing his eyes. he

Choose the most appropriate continuation:
0. gets back on bed and a large container of something is shown.
1. gets back up and speaks to the camera.
2. looks in the mirror then reaches for the face wash and puts some in his hand.
3. gets back and starts shaving his legs with a razor.

Answer with only the number.
Answer:
",2
"He looks in the mirror then reaches for the face wash and puts some in his hand. He throws the face wash on the washing machine. he

Choose the most appropriate continuation:
0. walks into the office.
1. throws the tube on the floor to make it sink.
2. puts his head in the sink and washes his face angrily.
3. turns the water on to clean the mouth and eyes.

Answer with only the number.
Answer:
",2
"He puts his head in the sink and washes his face angrily. When he looks in the mirror again, it is an old man. he

Choose the most appropriate continuation:
0. puts his hands down and continues washing his face thoroughly.
1. picks up a blow dryer and starts to blow dry his face.
2. picks up a sword and proceeds to show the sword in action at a real sword fight.
3. falls to the floor.

Answer with only the number.
Answer:
",3
"When he looks in the mirror again, it is an old man. He falls to the floor. He washes his face again and this time it turn to a skull. he

Choose the most appropriate continuation:
0. is making faces to the camera.
1. is then pictured on a silver platter wearing a hat and eating from a bowl.
2. is dressed in a black hoodie and blue skinny jeans and sometimes he dances.
3. rubs his face and the skull falls into the sink.

Answer with only the number.
Answer:
",3
"A young boy is seen riding along a skateboard followed by several more shots of people riding on boards. the boys

Choose the most appropriate continuation:
0. speak to one another while driving and ends with the boy riding away and many shots of the bike riders riding on the boards.
1. continue riding around on the board while a helicopter appears above them with one around his neck and another around his waist.
2. perform several tricks while the camera pans into the sky and move up and down the track.
3. jump all over the board and other people stand on the sides smiling and laughing.

Answer with only the number.
Answer:
",2
"There is a woman in a bikini walking past people with hula hoops. she

Choose the most appropriate continuation:
0. is shown in several poses posing and shooting hoops.
1. goes to another group of men and begins playing with them.
2. begins swinging by herself.
3. goes to the grass and she begins hooping in circles, she is having a really good time dancing and hooping.

Answer with only the number.
Answer:
",3
"She goes to the grass and she begins hooping in circles, she is having a really good time dancing and hooping. then

Choose the most appropriate continuation:
0. she starts to quick dance on the grass of the room.
1. , other people are dancing around and hooping also, doing tricks and just enjoying the day.
2. her mom comes back and she begins hooping herself doing cardio and her mom comes to help.
3. she takes a break and they both finish dancing and shake hands.

Answer with only the number.
Answer:
",1
"They begin showing different steps of the dance as they talk. They move forward and back and forth, demonstrating the tango. they

Choose the most appropriate continuation:
0. back away and take from each others hands like this is one of them that is born to dance alone or alone and arm wresting.
1. continue moving forward as they talk.
2. kick their legs up and down, showing kicks and moves you can do.
3. then dance together for the camera.

Answer with only the number.
Answer:
",3
"We see the opening title screens. A man walks into a room and grabs a bucket and returns with it. we

Choose the most appropriate continuation:
0. see him give instructions, and we see the task complete.
1. see a man in a bright shirt mix plaster in a bucket and spread it on a wall.
2. see the man wipe off the floor off.
3. see the man shake and laugh and leaves the room.

Answer with only the number.
Answer:
",1
"We see a man in a bright shirt mix plaster in a bucket and spread it on a wall. the man

Choose the most appropriate continuation:
0. spins a wheel and tiles the wall.
1. dishes out a little liquid on a plate.
2. adds more plaster to his base and spreads it on the wall.
3. puts plaster on the ceiling and towers over.

Answer with only the number.
Answer:
",2
"The woman is leaning on the pool table focusing on the ball. The woman hit the ball and cheered . the woman

Choose the most appropriate continuation:
0. hit the ball again and started jumping.
1. started to play pool while jumping around.
2. cheer from the sidelines, followed by waving.
3. threw darts at the ball.

Answer with only the number.
Answer:
",0
"A guy climbs up the stairs carrying a black amplifier. the guy

Choose the most appropriate continuation:
0. walks through a door he opened.
1. begins to play the black amplifier.
2. holds it up to his mouth and begins strumming some chords.
3. grass in a hot yard.

Answer with only the number.
Answer:
",0
"The guy walks through a door he opened. The guy plays a harmonica with a microphone in one hand. The guy plays the guitar. the black amplifier

Choose the most appropriate continuation:
0. turns off and the guy then pulls off the light.
1. switches to a higher octave.
2. is displayed on a table.
3. film is shown again by itself.

Answer with only the number.
Answer:
",2
"A young boy kneels outside and washes his face and hands from small dishes, in front of him, filled with water and soap. A boy kneels in a corner of an outdoor patio in front of a row of bowls. the boy

Choose the most appropriate continuation:
0. dries his face under quickly running water and grabs a towel out of the water to dry it thoroughly.
1. takes what is in one bowl and puts it in another bowl and gargles it to clean off the taste.
2. splashes water on his face and lathers his hands with soapy water from the dishes.
3. sets the dish knives and spoons on a ledge facing an open set of sink faucets, then walks back and washes the dishes in the sink.

Answer with only the number.
Answer:
",2
"A man and a woman are drinking coffee outside next to a camper. The man is playing guitar. The woman walks to the camera and starts showing off paper documents. she

Choose the most appropriate continuation:
0. throws the documents on the ground and picks them up.
1. throws the papers and walks back to the man.
2. poses and shows off a salad and cheese.
3. takes the paper documents and waves to the camera extending both arms out.

Answer with only the number.
Answer:
",1
"The girl with her hair down is speaking in a bathroom and places her hand on the sink. The girl turns on the faucet to wet her toothbrush. the girl

Choose the most appropriate continuation:
0. sticks her hand under the water and sprays lotion on her hand.
1. turns off the faucet, unscrews the toothpaste, and puts some toothpaste on her toothbrush.
2. takes a long drink and spits it onto the sink and walks into the mirror.
3. then swipes the toothbrush on a paper towel then begins swiping the brush over the toothbrush side.

Answer with only the number.
Answer:
",1
"The girl turns on the faucet to wet her toothbrush. The girl turns off the faucet, unscrews the toothpaste, and puts some toothpaste on her toothbrush. the girl

Choose the most appropriate continuation:
0. throws her toothbrush in the hand that is standing on the sink counter.
1. brushes her teeth as the run the toothbrush through her mouth.
2. sits on the bathroom floor, spits an object into her hand, and then wipes her mouth with a towel.
3. brushes her teeth and spit in the sink.

Answer with only the number.
Answer:
",3
"A construction worker named dave begins to show you how to grout. he

Choose the most appropriate continuation:
0. puts duct tape on the front of a white house.
1. starts on the wall and begins to explain what he is doing and why he is doing.
2. puts wax on a board and scrapes it off with a long sharpener.
3. chops old wood and put it on the floor.

Answer with only the number.
Answer:
",1
"He starts on the wall and begins to explain what he is doing and why he is doing. once the grout

Choose the most appropriate continuation:
0. is in the wall he pushes the bar down and begins to move the whole wall.
1. becomes clear, he begins to incorporate more paint and places it in a box that is in the corner of the room.
2. is gone, he shows off the river spray he has made and then starts spraying a hole through the wall creating a cave like area.
3. begins to dry he informs you that you should wipe it down with a sponge various times.

Answer with only the number.
Answer:
",3
"Once the grout begins to dry he informs you that you should wipe it down with a sponge various times. with a finer sponge

Choose the most appropriate continuation:
0. , the grout rises from the center of the net and starts to drip on the ground.
1. you can make the excess wax off your shoe.
2. , the grout skids with a soft flip like substance.
3. you go over it again and get it out while wet so it doesn't ruin the tile and all the work you have done.

Answer with only the number.
Answer:
",3
"A man attempts to lift a barbell. he

Choose the most appropriate continuation:
0. bends at the knees, lifting it to his chest.
1. leaps away when a punch is thrown.
2. trips multiple times while lifting the barbell in the air and off the ground several times.
3. eventually lifts it up, doing several gymnastic tricks.

Answer with only the number.
Answer:
",0
"A man named andrei approaches the stage. He powders his hands in preperation. he

Choose the most appropriate continuation:
0. then opens the bottle of powders and uses a picks to pour in the powder.
1. puts his hands on the weight.
2. then demonstrates how to do tricks with a doll.
3. takes a little puff off of his pipe.

Answer with only the number.
Answer:
",1
"A man rides on a small rail cart blowing leaves with a leaf blower. the man

Choose the most appropriate continuation:
0. brushes the leaves with the leaf banger pushing pieces away from the path.
1. brushes leaves and stick leaves out of the path of a falling leaf blower.
2. passes behind the camera until it clears and the zoom returns to showing grass.
3. goes right on a fork in the tracks on a cart and around a bend.

Answer with only the number.
Answer:
",3
"A couple of boys are riding skateboards. They watch another couple of men playing basketball. they

Choose the most appropriate continuation:
0. pay a girl at the skate park a big gift, then skate into a party.
1. argue, then the basketball players leave.
2. enter a yellow gated court where two teams are being played.
3. go back and forth on the steps in the gym.

Answer with only the number.
Answer:
",1
"The players from brasil scores while people in the bleaches celebrate. a brazilian player

Choose the most appropriate continuation:
0. serves the ball, and the players from rubu play and pass to the lailys.
1. scores and cheers as the celebrating looks at a map of the game.
2. scores and celebrates before leaving the arena.
3. pass the ball to his playmate who scores and runs to celebrate, other brazilian players scores many times.

Answer with only the number.
Answer:
",3
"A brazilian player pass the ball to his playmate who scores and runs to celebrate, other brazilian players scores many times. After, brasil plays with other teems and scores many times. then brasil

Choose the most appropriate continuation:
0. plays with players from other countries and scores.
1. scores again, they play more tennis and score a few times for the audience.
2. all coming back slowly, wins and gives a high five to his playmate.
3. reaches to give a high five with the brazilian player, joins a different brazilian player who scores even 109 and scores 108.

Answer with only the number.
Answer:
",0
"We see a knife and sharpener and a man holding them. We see the man cut a tomato and paper. the person

Choose the most appropriate continuation:
0. paints an eye shadow on the window.
1. puts the knife in a bowl of a clear liquid.
2. uses a sharpens and then cuts the tomato, and paper easily.
3. places tomato sauce on the tomato.

Answer with only the number.
Answer:
",2
"The person uses a sharpens and then cuts the tomato, and paper easily. sharpen a different knife and cuts a tomato

Choose the most appropriate continuation:
0. , fold and press the knife.
1. , flipping it from tomato to paper knife.
2. again with a blue and black plate.
3. and shows us the sharpener.

Answer with only the number.
Answer:
",3
"We see a man preparing to throw the discuss. he

Choose the most appropriate continuation:
0. puts on his glasses and prepares to throw.
1. spins and turns and throws the discuss to another man sitting before him.
2. throws and walks away and we see it in slow motion.
3. steps to his right then throws the woman.

Answer with only the number.
Answer:
",2
"A man is talking as he stands in a kitchen. the man

Choose the most appropriate continuation:
0. boils milk and adds fresh vanilla and pours the solution into a bowl with other ingredients.
1. uses a trowel to separate something from something that is on a table.
2. shaves his right leg.
3. uses a knife to sharpen a point at the top of a plate.

Answer with only the number.
Answer:
",0
"The man boils milk and adds fresh vanilla and pours the solution into a bowl with other ingredients. the man

Choose the most appropriate continuation:
0. wellops up the finished skillet and puts it in the oven, cuts up the food along with the sliced fruit and uses a spoon to taste the cooked food.
1. joins other ingredients inside a bowl and pours it around before adding shots of rum and rum and mixing it together.
2. adds more water and squeezes it into the mug at the end.
3. cooks the custard and pours into a bowl and freezes to make ice cream.

Answer with only the number.
Answer:
",3
"The man cooks the custard and pours into a bowl and freezes to make ice cream. The man cuts and cooks rubarb in sugar on the stove. he

Choose the most appropriate continuation:
0. stands with the cake pan on top of the small stand.
1. eats the ice cream over the cooked rubarb.
2. also gives a rubarb to a baked potato.
3. wraps the rubarb in a roll of wrapped paper and tape to protect it from falling off and the ice cream melting.

Answer with only the number.
Answer:
",1
"A news reporter is talking about a local fund raiser held by a nursery school. There are several people gathered to support the cause. there

Choose the most appropriate continuation:
0. are many children helping to prepare for the event.
1. are several clips of variety ranging from action figures to comic structure.
2. is a lemonade stand set up where people are purchasing lemonade to donate money for a cause.
3. are dozens of people putting soft padded seats onto the dacha children's vehicles.

Answer with only the number.
Answer:
",2
"There is a lemonade stand set up where people are purchasing lemonade to donate money for a cause. one of the parents

Choose the most appropriate continuation:
0. then raises her hand and groups and start drinking lemonade together.
1. gives the boys lemonade and the mother gives the baby lemonade.
2. gives the two kids a bunch of lemonade treats to gather energy.
3. is talking to the news reporter about the fund raiser.

Answer with only the number.
Answer:
",3
"There is a lemonade stand set up where people are purchasing lemonade to donate money for a cause. One of the parents is talking to the news reporter about the fund raiser. three more parents

Choose the most appropriate continuation:
0. are seated at the fund raiser, chatting about the event, and a host is giving the clean-up materials required to make lemonade.
1. are seen speaking to the reporter that are standing by to participate in the event.
2. are standing are chatting as they sip lemonade.
3. are talking about how they donated the lemonade, to show their appreciation for their generosity.

Answer with only the number.
Answer:
",2
"One of the parents is talking to the news reporter about the fund raiser. Three more parents are standing are chatting as they sip lemonade. a picture the girl, hannah

Choose the most appropriate continuation:
0. is shown for whom the fund raiser was held.
1. , and her friend, melanie, are smiling as a young girl steps on the stair stepper and rolls.
2. , is showing is snowy day in an indoor field.
3. is showing then sets the toy part of the hula hoop towards the camera and a person comes on the screen to you her, they are putting a red ring on their finger then they start to hula hoop.

Answer with only the number.
Answer:
",0
"A man introduces the basketball concepts of the video to the camera. the player

Choose the most appropriate continuation:
0. starts from one side of the court and runs up and lays up the basketball in the net.
1. tries to make several balls, but only makes very high number of balls.
2. , then sits on the end of a pallet and explains that he is demonstrating make boxing moves.
3. drops land, bounces, and lands on the green basketball court.

Answer with only the number.
Answer:
",0
"The player starts from one side of the court and runs up and lays up the basketball in the net. He repeats around the court from every angle. the man

Choose the most appropriate continuation:
0. returns to his sixteenth attempt and gets a first rate layup of 4-1.
1. tails the other player with it when it's the rebound.
2. throws the ball back down the court and runs to make the serve.
3. returns to go over the concepts again as the video closes.

Answer with only the number.
Answer:
",3
"A man is seen speaking to the camera while holding a knife in his hands and begins sharpening the knife along a board. the man

Choose the most appropriate continuation:
0. continues sharpening the blade and then uses other boards to sharpen the knife.
1. continues cutting dips into the knife along the board and showing off the knife fully.
2. continues to polish and sharpen the knife while further sharpening his small knife.
3. then adjusts a tool and flips the board up and approaches a vat.

Answer with only the number.
Answer:
",0
"Man weaing a green shirt is standing next to a little girl. girl wearing glasses

Choose the most appropriate continuation:
0. is talking to the camera.
1. is standing with the little girl talking then started knitting.
2. is on the floor fixing the little girl's shoes.
3. is holding a virginia flag and blowing it.

Answer with only the number.
Answer:
",0
"A small girl is seen hula hooping over and over again with her hands on her hips. the girl

Choose the most appropriate continuation:
0. spins around with the hula hoop moving from her feet to her knees as well as the rest of her body.
1. moves all over the bar with her hands hanging down her sides and ends by smiling to the camera.
2. takes off then back ins the water when she is done.
3. continues shaking her hips and ends by jumping up and walking away from the camera.

Answer with only the number.
Answer:
",0
"The girl spins around with the hula hoop moving from her feet to her knees as well as the rest of her body. at one point

Choose the most appropriate continuation:
0. , the girl closes her eyes and begins waving her arms up and showing what she's capable of doing.
1. she throws the hula hoop accidentally but picks it back up and continues spinning with it.
2. after we capture the spinning, she turns around to two different obstacles that she had previously avoided and does an impressive somersault.
3. the girl changes her stance and flips and throws her hands in the air before spinning back to the object.

Answer with only the number.
Answer:
",1
"A person is skiing down a hill of snow. they

Choose the most appropriate continuation:
0. shift and take their foot out of line.
1. go spinning through the air before landing into the snow.
2. go down a hill of snow, afterwards skiing.
3. pass a group of people snowboarding.

Answer with only the number.
Answer:
",3
"A person is skiing down a hill of snow. They pass a group of people snowboarding. they

Choose the most appropriate continuation:
0. get to the bottom of the hill and stop in front of a small building.
1. get up the hill again.
2. pass a home and a group of cars parked in a driveway.
3. flip side to side down the hill.

Answer with only the number.
Answer:
",0
"A man plays the harmonica on front a microphone, then he ends and say goodbye. then

Choose the most appropriate continuation:
0. , the cameraman is filming but he f kawasaki horn is not filming and no one is filming him.
1. , the man creates a fire with a stick and pass it under a lantern.
2. , the man plays a waltz on front a crowd.
3. , a girl steps on the stage and speaks with the microphone.

Answer with only the number.
Answer:
",3
"A woman is standing on a tennis court talking. she

Choose the most appropriate continuation:
0. steps into the water to exercise.
1. starts moving back and forth on the tennis court.
2. begins to play tennis on the court.
3. sets the tennis ball down and gets ready to serve.

Answer with only the number.
Answer:
",2
"Woman puts butter in a bowl with sugar, and flour and mix it in a kitchen aid, adding eggs, vanilla and flour, when the mix is homogenous add chocolate chips. the dough

Choose the most appropriate continuation:
0. is flat and baked in layers, then the woman flour water to steam and make it in flour, then put chocolate chips in a pan and add eggs.
1. is molded in balls and in a tray to the oven.
2. is flattened with a spatula, then the woman mix the dough, then they simmer and make a larger plate.
3. is placed and the sugar is browning and sprinkled in a white plate.

Answer with only the number.
Answer:
",1
"A bunch of men are inside a green colored gym. they

Choose the most appropriate continuation:
0. each hold a little kid, shoes, duffel, and equipment.
1. are using paddles as they jump rope together.
2. are lobbing a tennis ball back and forth.
3. take off running, trying to get onto a row of sized balls.

Answer with only the number.
Answer:
",2
"A bunch of men are inside a green colored gym. They are lobbing a tennis ball back and forth. they

Choose the most appropriate continuation:
0. are engaged in a game of tennis.
1. bounce the ball up and down on the trampoline as they go.
2. hit the ball up high into the air.
3. knock balls off the hoops into the spectators.

Answer with only the number.
Answer:
",0
"A woman is seen sitting on stage while singing into a microphone and people sitting behind her playing instruments. the girl

Choose the most appropriate continuation:
0. continues to speak on stage then puts her hands behind her neck.
1. continues to play and ends by speaking and the woman smiling to the camera.
2. continues dancing around the stage while people occasionally sit and watch and occasionally laugh at her performance.
3. continues singing with the band and ending by speaking to the audience.

Answer with only the number.
Answer:
",3
"A woman is seen wearing roller blades and speaking to the camera. She then rides around on her blades while looking over to the camera and speaking. she

Choose the most appropriate continuation:
0. continues demonstrating how to properly use the blades and moving around.
1. continues riding around and gesturing to the camera.
2. moves her body back and fourth while riding along the ground and ends with her looking at the camera.
3. continues riding around and talking to the camera with her movements.

Answer with only the number.
Answer:
",0
"The fingers are pressing the black keys. one finger

Choose the most appropriate continuation:
0. touches the strings of the cello.
1. is pressing one key.
2. took the keys and worked on the chord and adjust the rest in the small hole.
3. stands and the screen fades to black.

Answer with only the number.
Answer:
",1
"The fingers are pressing the black keys. One finger is pressing one key. the fingers

Choose the most appropriate continuation:
0. are moving to different keys and pressing them.
1. are pumping the hand.
2. stopped playing and stop at the bottom.
3. flay the black keys in the middle of the keyboard.

Answer with only the number.
Answer:
",0
"A man walks onto a field before a crowd, holding a heavy ball into the air. he

Choose the most appropriate continuation:
0. does several flips, spinning and throwing the ball.
1. spins, then throws the ball as far as he can.
2. is seen sitting in a rink while others approach him.
3. swings at a yellow ball and goes down, making a goal.

Answer with only the number.
Answer:
",1
"He spins, then throws the ball as far as he can. A woman and several others follow, doing the same. the winners

Choose the most appropriate continuation:
0. celebrate, holding up flags and hugging joyfully.
1. aim at the crowd, cheering for them.
2. then take their turn.
3. trot over to show the scores.

Answer with only the number.
Answer:
",0
"People are running down a track and jumping into a sand pit. people

Choose the most appropriate continuation:
0. in the audience boo and continue jumping into the sand pit.
1. are standing on the side of the track watching them.
2. are standing in the sand pit waving flags.
3. are walking next to them.

Answer with only the number.
Answer:
",1
"There are many people in bathing suits standing in a lake with motor boats behind them. one girl wearing a bikini and holding a coke can in her hand

Choose the most appropriate continuation:
0. , jumps off the side of the boat onto a row of green treaded water skis.
1. is rubbing sunscreen on another woman's chest.
2. floats to the tree behind them and begins taking a long drink and letting the liquid down her chin.
3. begins to partner up with another girl.

Answer with only the number.
Answer:
",1
"Person with scissors kneels in the grass. we

Choose the most appropriate continuation:
0. see an animated scene of nails being cut with scissors.
1. see the shadow of the cameraman over the person.
2. see replay of the nicebaloo.
3. see a mans shoes and the camera pans to a woman spraying something in a sink.

Answer with only the number.
Answer:
",1
"A person's hands are seen attempting to solve a rubix cube while the end of a table is shown. the person

Choose the most appropriate continuation:
0. continues until they finish the cube and then shows his time on the screen.
1. grips the bar as well as the company logo and camera angles before finally solving the puzzle.
2. pushes a piece of paper down onto the table and mis-solves the rubix cube in a matter of seconds.
3. uses a tool to solve a rubix cube while the end of the table is shown.

Answer with only the number.
Answer:
",0
"A man in a blue coat is standing in the snow talking. he

Choose the most appropriate continuation:
0. axes down a hill using the used sleds as a guide.
1. begins skiing down a hill of snow.
2. applies some snow to a car with a shovel.
3. places white mesh backing into a tunnel.

Answer with only the number.
Answer:
",1
